Age,Gender,Income,Education,Marital Status,Number of Children,Home Ownership,Credit Score
30,Female,103900,Bachelor's Degree,Married,0,Owned,High
45,Male,146105,Master's Degree,Married,3,Owned,High
50,Female,89414,High School Diploma,Single,0,Owned,Average
40,Male,152978,Bachelor's Degree,Married,2,Rented,High
30,Male,94034,Bachelor's Degree,Married,1,Owned,Average
25,Female,58079,High School Diploma,Married,1,Rented,Average
35,Male,143184,Bachelor's Degree,Married,1,Owned,High
30,Female,88473,Master's Degree,Married,2,Owned,Average
45,Female,123287,Associate's Degree,Married,1,Owned,High
35,Male,91291,Associate's Degree,Married,2,Rented,Average
35,Male,104493,Associate's Degree,Married,3,Rented,High
35,Female,131888,Master's Degree,Married,1,Rented,High
50,Male,87942,Bachelor's Degree,Single,0,Owned,Average
35,Male,147735,Doctorate,Married,1,Owned,High
25,Female,45154,Associate's Degree,Single,0,Owned,Low
25,Male,98404,Doctorate,Married,0,Owned,Average
30,Female,128910,Bachelor's Degree,Single,0,Owned,High
40,Male,108978,Bachelor's Degree,Married,2,Rented,High
53,Male,102190,Associate's Degree,Married,3,Owned,High
35,Female,86967,High School Diploma,Single,0,Owned,Average
30,Male,82316,High School Diploma,Married,3,Rented,Average
30,Male,67426,High School Diploma,Married,1,Owned,Average
25,Female,105661,Master's Degree,Single,0,Owned,High
45,Female,135519,Bachelor's Degree,Single,0,Owned,High
30,Male,70404,High School Diploma,Married,3,Rented,Average
45,Male,191840,Master's Degree,Married,0,Rented,High
35,Male,169270,Master's Degree,Married,3,Owned,High
30,Female,132276,Master's Degree,Single,0,Rented,High
25,Female,89924,Master's Degree,Single,0,Rented,Average
35,Male,164307,Master's Degree,Single,0,Owned,High
35,Female,147669,Doctorate,Single,0,Owned,High
35,Male,73521,High School Diploma,Married,0,Rented,Average
45,Male,158991,Bachelor's Degree,Married,1,Owned,High
45,Female,158614,Bachelor's Degree,Single,0,Rented,High
53,Female,251076,Doctorate,Married,3,Owned,High
30,Female,96935,Associate's Degree,Married,3,Owned,Average
45,Female,195944,Doctorate,Married,2,Rented,High
25,Female,64239,Bachelor's Degree,Married,1,Owned,Average
50,Male,61176,High School Diploma,Married,0,Rented,Average
53,Male,141593,Doctorate,Single,0,Rented,High
45,Male,215984,Doctorate,Single,0,Rented,High
35,Male,174965,Master's Degree,Single,0,Owned,High
25,Male,53103,Associate's Degree,Single,0,Rented,Average
25,Female,143245,Master's Degree,Single,0,Rented,High
35,Female,136896,Bachelor's Degree,Single,0,Owned,High
40,Male,140117,Master's Degree,Married,2,Owned,High
30,Female,134644,Bachelor's Degree,Married,2,Owned,High
30,Male,80336,Associate's Degree,Married,0,Rented,Average
40,Male,188627,Master's Degree,Married,1,Rented,High
45,Female,116295,Master's Degree,Married,1,Rented,High
25,Male,150358,Doctorate,Single,0,Rented,High
30,Male,85801,Associate's Degree,Married,0,Rented,Average
35,Female,76716,High School Diploma,Single,0,Owned,Average
35,Female,76261,Bachelor's Degree,Married,2,Rented,Average
50,Male,139490,Bachelor's Degree,Married,1,Rented,High
45,Female,141199,Doctorate,Married,3,Rented,High
50,Male,141992,Bachelor's Degree,Single,0,Owned,High
45,Male,146008,Master's Degree,Single,0,Owned,High
35,Male,123694,Doctorate,Single,0,Rented,High
50,Male,192212,Master's Degree,Married,1,Owned,High
45,Male,156448,Doctorate,Single,0,Rented,High
25,Male,37920,High School Diploma,Married,0,Owned,Low
45,Male,223189,Doctorate,Married,2,Owned,High
30,Female,97062,Associate's Degree,Single,0,Rented,Average
35,Female,98967,Master's Degree,Married,0,Rented,Average
45,Female,149873,Master's Degree,Married,3,Rented,High
45,Male,154258,Bachelor's Degree,Married,0,Owned,High
35,Male,91587,Bachelor's Degree,Married,1,Rented,Average
40,Male,57863,High School Diploma,Married,3,Owned,Average
30,Male,63866,Associate's Degree,Single,0,Rented,Average
25,Male,143684,Master's Degree,Single,0,Owned,High
40,Male,145474,Bachelor's Degree,Married,2,Owned,High
30,Female,76875,Associate's Degree,Married,1,Rented,Average
40,Female,154003,Bachelor's Degree,Single,0,Owned,High
50,Female,157876,Master's Degree,Single,0,Rented,High
45,Male,155717,Doctorate,Single,0,Rented,High
25,Male,124986,Master's Degree,Married,3,Owned,High
30,Female,132056,Master's Degree,Single,0,Owned,High
50,Female,256709,Doctorate,Single,0,Owned,High
25,Male,99515,Doctorate,Single,0,Owned,Average
35,Female,66141,Bachelor's Degree,Married,0,Owned,Average
40,Female,85211,Bachelor's Degree,Married,3,Rented,Average
45,Female,177748,Master's Degree,Married,1,Owned,High
35,Female,131921,Master's Degree,Married,2,Rented,High
45,Male,132732,Doctorate,Married,3,Owned,High
45,Male,166650,Master's Degree,Married,1,Owned,High
40,Male,142532,Master's Degree,Married,0,Owned,High
50,Male,183790,Master's Degree,Married,3,Owned,High
50,Male,140677,Bachelor's Degree,Married,0,Owned,High
30,Female,92781,Bachelor's Degree,Married,0,Rented,Average
35,Male,104065,Bachelor's Degree,Single,0,Rented,High
45,Male,197792,Doctorate,Married,0,Owned,High
53,Female,150089,Master's Degree,Single,0,Rented,High
45,Female,85780,High School Diploma,Married,0,Rented,Average
50,Female,124577,Associate's Degree,Single,0,Owned,High
35,Female,116269,Doctorate,Married,1,Owned,High
30,Male,76780,Bachelor's Degree,Married,3,Owned,Average
25,Female,127836,Master's Degree,Married,3,Owned,High
50,Male,69997,Associate's Degree,Married,2,Rented,Average
35,Female,52378,Associate's Degree,Single,0,Owned,Average
35,Male,126362,Bachelor's Degree,Married,0,Owned,High
35,Male,147887,Bachelor's Degree,Married,2,Owned,High
53,Female,157573,Doctorate,Single,0,Rented,High
30,Female,71354,Associate's Degree,Single,0,Owned,Average
45,Male,108878,Associate's Degree,Married,3,Rented,High
40,Male,118127,Bachelor's Degree,Married,2,Rented,High
30,Female,106223,Doctorate,Married,2,Rented,High
35,Female,176240,Master's Degree,Married,2,Owned,High
40,Female,149876,Doctorate,Married,3,Owned,High
25,Female,95580,Bachelor's Degree,Married,1,Owned,Average
25,Female,59134,High School Diploma,Single,0,Owned,Average
40,Female,79926,High School Diploma,Married,0,Rented,Average
45,Female,112924,Master's Degree,Married,2,Rented,High
45,Female,193614,Doctorate,Single,0,Owned,High
30,Male,102868,Bachelor's Degree,Married,2,Owned,High
40,Female,108114,Bachelor's Degree,Single,0,Owned,High
45,Female,88732,Associate's Degree,Married,2,Rented,Average
40,Male,119577,Master's Degree,Single,0,Rented,High
25,Male,93246,Master's Degree,Single,0,Owned,Average
45,Male,114965,Associate's Degree,Single,0,Owned,High
50,Male,164430,Bachelor's Degree,Married,1,Rented,High
35,Female,115894,Master's Degree,Single,0,Owned,High
25,Female,40391,Associate's Degree,Married,0,Rented,Low
25,Male,83381,Master's Degree,Single,0,Owned,Average
25,Female,94131,Doctorate,Married,1,Rented,Average
45,Female,174045,Master's Degree,Married,0,Owned,High
25,Female,122824,Bachelor's Degree,Single,0,Owned,High
50,Female,95697,Associate's Degree,Married,3,Owned,Average
45,Female,86986,High School Diploma,Married,2,Owned,Average
45,Female,114047,Bachelor's Degree,Married,3,Rented,High
35,Female,33298,High School Diploma,Single,0,Owned,Low
30,Female,64179,High School Diploma,Single,0,Owned,Average
25,Male,144539,Master's Degree,Single,0,Owned,High
40,Female,104740,Master's Degree,Married,2,Rented,High
53,Female,40581,High School Diploma,Married,2,Owned,Low
40,Male,186054,Doctorate,Married,3,Owned,High
30,Male,58356,Associate's Degree,Married,0,Rented,Average
40,Female,72416,Associate's Degree,Married,3,Owned,Average
50,Female,145090,Doctorate,Single,0,Owned,High
25,Female,144243,Doctorate,Single,0,Rented,High
45,Male,169044,Bachelor's Degree,Single,0,Owned,High
35,Male,52365,Associate's Degree,Married,2,Rented,Average
35,Female,99335,Bachelor's Degree,Married,3,Owned,Average
50,Female,153999,Master's Degree,Married,3,Owned,High
35,Male,193829,Doctorate,Married,0,Rented,High
25,Male,63830,Bachelor's Degree,Married,0,Rented,Average
50,Female,102367,Associate's Degree,Married,2,Rented,High
35,Female,116434,Master's Degree,Single,0,Rented,High
50,Female,62679,Associate's Degree,Married,3,Rented,Average
53,Male,136024,Bachelor's Degree,Single,0,Rented,High
45,Male,35102,High School Diploma,Married,1,Rented,Low
40,Female,99609,Associate's Degree,Married,3,Rented,Average
40,Male,107861,Bachelor's Degree,Married,2,Owned,High
45,Female,139862,Doctorate,Single,0,Owned,High
25,Male,165250,Doctorate,Married,3,Owned,High
40,Male,95172,High School Diploma,Married,3,Rented,Average
35,Female,73527,Associate's Degree,Married,3,Owned,Average
45,Female,152338,Bachelor's Degree,Married,3,Owned,High
30,Female,88844,Bachelor's Degree,Single,0,Owned,Average
35,Male,81094,Bachelor's Degree,Single,0,Owned,Average
45,Female,200192,Doctorate,Married,2,Owned,High
30,Female,159091,Master's Degree,Single,0,Owned,High
30,Male,163470,Doctorate,Single,0,Rented,High
35,Male,109103,Master's Degree,Married,0,Rented,High
45,Female,203769,Master's Degree,Married,3,Rented,High
35,Female,118752,Master's Degree,Married,1,Owned,High
30,Male,109906,Doctorate,Single,0,Owned,High
30,Female,149931,Master's Degree,Married,3,Rented,High
35,Female,107969,Master's Degree,Single,0,Owned,High
35,Male,67826,Bachelor's Degree,Married,2,Owned,Average
30,Male,116730,Master's Degree,Married,2,Owned,High
40,Male,120335,Doctorate,Married,2,Owned,High
45,Female,132232,Doctorate,Married,1,Owned,High
40,Male,153407,Bachelor's Degree,Single,0,Rented,High
50,Female,125430,Master's Degree,Married,2,Rented,High
30,Female,94330,Master's Degree,Married,2,Owned,Average
30,Male,130224,Bachelor's Degree,Married,3,Rented,High
35,Male,98265,Associate's Degree,Single,0,Rented,Average
45,Male,87360,High School Diploma,Married,0,Owned,Average
35,Male,171723,Master's Degree,Single,0,Owned,High
45,Male,101019,High School Diploma,Married,3,Owned,High
35,Female,130234,Doctorate,Married,1,Rented,High
50,Female,126426,Master's Degree,Single,0,Owned,High
50,Male,183144,Master's Degree,Married,2,Owned,High
45,Male,162042,Bachelor's Degree,Single,0,Rented,High
40,Male,132927,Master's Degree,Single,0,Owned,High
45,Female,115490,Associate's Degree,Married,2,Owned,High
45,Female,148913,Bachelor's Degree,Single,0,Rented,High
35,Male,40445,High School Diploma,Single,0,Owned,Low
45,Male,192155,Master's Degree,Single,0,Owned,High
50,Male,142701,Doctorate,Married,1,Owned,High
25,Male,101694,Bachelor's Degree,Married,0,Owned,High
40,Male,126275,Bachelor's Degree,Married,0,Owned,High
30,Male,125945,Master's Degree,Married,0,Owned,High
35,Male,85476,Associate's Degree,Single,0,Rented,Average
30,Male,81082,Bachelor's Degree,Married,1,Rented,Average
35,Male,148761,Master's Degree,Single,0,Rented,High
50,Female,203656,Master's Degree,Single,0,Rented,High
40,Male,162714,Doctorate,Single,0,Rented,High
30,Female,98407,Master's Degree,Married,3,Owned,Average
45,Male,89807,Associate's Degree,Married,1,Owned,Average
35,Female,128618,Doctorate,Married,3,Rented,High
30,Female,142206,Doctorate,Married,2,Owned,High
25,Female,104807,Master's Degree,Married,0,Owned,High
40,Male,126394,Doctorate,Married,2,Owned,High
30,Female,94410,Associate's Degree,Married,0,Owned,Average
45,Female,37005,High School Diploma,Single,0,Owned,Low
25,Male,155018,Doctorate,Single,0,Owned,High
50,Female,202771,Doctorate,Married,3,Owned,High
30,Female,80366,Bachelor's Degree,Married,0,Rented,Average
25,Female,99471,Master's Degree,Single,0,Owned,Average
50,Female,158770,Master's Degree,Single,0,Rented,High
35,Female,72339,High School Diploma,Single,0,Owned,Average
30,Female,45415,High School Diploma,Single,0,Owned,Low
30,Female,96131,Associate's Degree,Single,0,Owned,Average
50,Female,123488,Associate's Degree,Single,0,Rented,High
30,Female,141056,Doctorate,Married,0,Rented,High
50,Male,95844,Associate's Degree,Married,0,Owned,Average
45,Male,158499,Master's Degree,Single,0,Owned,High
25,Male,105874,Master's Degree,Married,1,Owned,High
50,Male,107716,High School Diploma,Single,0,Rented,High
25,Female,50298,Associate's Degree,Single,0,Owned,Average
50,Male,222501,Doctorate,Married,3,Owned,High
35,Female,137548,Bachelor's Degree,Married,2,Rented,High
30,Female,88666,Master's Degree,Married,1,Owned,Average
45,Female,102544,High School Diploma,Married,1,Owned,High
40,Female,83314,Associate's Degree,Single,0,Rented,Average
53,Female,167688,Bachelor's Degree,Married,2,Owned,High
40,Female,191819,Doctorate,Married,2,Owned,High
35,Male,53239,High School Diploma,Married,1,Owned,Average
50,Male,75820,High School Diploma,Married,2,Rented,Average
25,Female,88065,Master's Degree,Married,2,Rented,Average
40,Female,125688,Master's Degree,Single,0,Rented,High
45,Male,194633,Master's Degree,Single,0,Owned,High
45,Male,189029,Master's Degree,Married,0,Owned,High
25,Female,32146,High School Diploma,Married,1,Owned,Low
25,Female,38562,High School Diploma,Married,2,Rented,Low
25,Male,74878,Associate's Degree,Single,0,Rented,Average
50,Male,99749,Associate's Degree,Single,0,Rented,Average
35,Female,178547,Master's Degree,Married,0,Owned,High
45,Female,95625,Associate's Degree,Married,3,Rented,Average
25,Male,102470,Doctorate,Married,3,Rented,High
50,Female,130816,Associate's Degree,Single,0,Owned,High
40,Male,118514,Bachelor's Degree,Single,0,Rented,High
50,Male,136466,Bachelor's Degree,Married,0,Owned,High
40,Female,78141,Associate's Degree,Single,0,Rented,Average
40,Male,129712,Master's Degree,Single,0,Rented,High
45,Female,123259,Associate's Degree,Married,0,Owned,High
35,Female,124948,Master's Degree,Married,1,Rented,High
50,Female,63651,Associate's Degree,Married,0,Owned,Average
53,Male,180781,Master's Degree,Single,0,Owned,High
50,Male,103477,High School Diploma,Single,0,Owned,High
50,Male,223632,Master's Degree,Married,1,Rented,High
30,Male,35717,High School Diploma,Single,0,Owned,Low
50,Male,75264,High School Diploma,Married,0,Owned,Average
45,Female,80692,Associate's Degree,Married,2,Owned,Average
35,Female,103583,Master's Degree,Single,0,Owned,High
25,Female,127854,Master's Degree,Married,2,Owned,High
45,Male,180342,Doctorate,Married,1,Owned,High
40,Female,76932,Associate's Degree,Married,1,Rented,Average
45,Female,201910,Master's Degree,Married,3,Owned,High
35,Female,110166,Bachelor's Degree,Married,3,Rented,High
25,Female,46948,Associate's Degree,Married,0,Owned,Low
30,Male,98916,Associate's Degree,Married,0,Owned,Average
35,Female,115993,Master's Degree,Married,3,Owned,High
35,Female,111256,Doctorate,Married,3,Rented,High
35,Male,159756,Master's Degree,Married,2,Rented,High
40,Female,97616,Associate's Degree,Married,1,Owned,Average
35,Male,100803,Master's Degree,Single,0,Rented,High
25,Male,105599,Bachelor's Degree,Married,2,Owned,High
35,Female,137228,Bachelor's Degree,Single,0,Owned,High
53,Male,207724,Doctorate,Single,0,Rented,High
25,Male,32947,High School Diploma,Single,0,Rented,Low
45,Female,223310,Doctorate,Single,0,Owned,High
35,Female,30807,High School Diploma,Married,0,Owned,Low
25,Female,57233,Bachelor's Degree,Married,1,Owned,Average
45,Female,114674,Associate's Degree,Married,2,Owned,High
40,Male,121226,Bachelor's Degree,Married,3,Owned,High
50,Male,61112,Associate's Degree,Single,0,Owned,Average
35,Female,166303,Master's Degree,Married,3,Rented,High
30,Male,108534,Bachelor's Degree,Single,0,Owned,High
25,Female,105575,Master's Degree,Single,0,Owned,High
45,Female,179458,Doctorate,Single,0,Owned,High
30,Female,108422,Bachelor's Degree,Married,1,Owned,High
50,Female,91728,Associate's Degree,Single,0,Owned,Average
50,Female,215652,Master's Degree,Married,1,Owned,High
53,Male,134538,Master's Degree,Married,1,Rented,High
50,Female,53408,High School Diploma,Married,0,Rented,Average
30,Male,67305,Bachelor's Degree,Married,2,Owned,Average
35,Female,139491,Master's Degree,Married,0,Owned,High
40,Male,92615,Bachelor's Degree,Married,3,Rented,Average
45,Female,107608,Associate's Degree,Married,3,Owned,High
40,Male,182098,Doctorate,Single,0,Owned,High
35,Male,76577,Bachelor's Degree,Single,0,Rented,Average
40,Female,119248,Bachelor's Degree,Married,3,Owned,High
30,Female,137671,Doctorate,Married,0,Owned,High
25,Male,61667,Bachelor's Degree,Single,0,Owned,Average
35,Female,98125,Master's Degree,Single,0,Owned,Average
50,Female,161084,Doctorate,Single,0,Rented,High
40,Female,89565,High School Diploma,Married,2,Owned,Average
30,Male,106347,Bachelor's Degree,Married,3,Rented,High
53,Male,138976,Master's Degree,Single,0,Owned,High
40,Female,165711,Master's Degree,Single,0,Owned,High
30,Female,191221,Doctorate,Married,1,Rented,High
30,Female,82681,Bachelor's Degree,Married,3,Owned,Average
40,Female,198559,Doctorate,Single,0,Rented,High
35,Male,77779,Associate's Degree,Married,1,Owned,Average
45,Male,146358,Bachelor's Degree,Single,0,Owned,High
40,Male,122350,Doctorate,Single,0,Owned,High
35,Female,142872,Master's Degree,Single,0,Owned,High
25,Male,57938,Bachelor's Degree,Single,0,Rented,Average
50,Female,217785,Doctorate,Married,2,Rented,High
30,Female,69970,High School Diploma,Married,3,Rented,Average
45,Female,89443,Associate's Degree,Married,1,Owned,Average
50,Female,78613,Associate's Degree,Single,0,Owned,Average
25,Female,97066,Doctorate,Married,1,Rented,Average
30,Male,168103,Doctorate,Single,0,Rented,High
45,Female,60299,High School Diploma,Married,0,Owned,Average
30,Female,122944,Bachelor's Degree,Single,0,Owned,High
30,Female,79115,Bachelor's Degree,Married,1,Owned,Average
30,Male,89392,Associate's Degree,Married,1,Rented,Average
25,Female,140811,Doctorate,Married,0,Rented,High
45,Female,68121,Associate's Degree,Married,2,Rented,Average
25,Male,93083,Doctorate,Married,3,Owned,Average
35,Female,62776,Associate's Degree,Single,0,Rented,Average
50,Female,123268,Associate's Degree,Single,0,Rented,High
30,Female,176881,Doctorate,Married,1,Rented,High
53,Female,124269,Associate's Degree,Single,0,Rented,High
25,Male,126354,Master's Degree,Married,0,Owned,High
35,Male,95475,Bachelor's Degree,Single,0,Rented,Average
45,Female,141637,Doctorate,Married,0,Rented,High
25,Female,42434,High School Diploma,Married,3,Rented,Low
35,Male,135088,Bachelor's Degree,Married,1,Rented,High
45,Male,140372,Bachelor's Degree,Married,3,Owned,High
45,Female,59731,Associate's Degree,Married,2,Owned,Average
30,Female,84509,Bachelor's Degree,Single,0,Owned,Average
50,Female,240844,Doctorate,Married,1,Owned,High
35,Male,73170,High School Diploma,Married,2,Owned,Average
35,Female,82016,Bachelor's Degree,Married,3,Rented,Average
25,Male,78584,Associate's Degree,Married,2,Rented,Average
45,Female,170742,Doctorate,Married,2,Owned,High
45,Male,90597,Associate's Degree,Married,0,Rented,Average
40,Female,65531,High School Diploma,Married,0,Rented,Average
40,Female,114684,Associate's Degree,Single,0,Owned,High
40,Female,159819,Bachelor's Degree,Single,0,Rented,High
50,Female,80280,High School Diploma,Single,0,Owned,Average
53,Male,105992,Associate's Degree,Married,1,Owned,High
25,Female,139340,Master's Degree,Married,0,Owned,High
35,Female,107650,Master's Degree,Married,3,Owned,High
25,Female,149289,Doctorate,Single,0,Owned,High
35,Female,166071,Doctorate,Married,0,Owned,High
35,Male,60002,Associate's Degree,Married,3,Owned,Average
35,Male,147338,Master's Degree,Single,0,Owned,High
50,Female,104001,Associate's Degree,Married,1,Owned,High
45,Male,117679,Bachelor's Degree,Single,0,Rented,High
25,Female,70545,Associate's Degree,Married,3,Owned,Average
25,Male,140515,Doctorate,Single,0,Rented,High
30,Female,155689,Doctorate,Single,0,Rented,High
50,Male,87296,High School Diploma,Married,0,Owned,Average
35,Female,105533,Associate's Degree,Married,0,Owned,High
30,Female,90794,Master's Degree,Married,2,Owned,Average
25,Male,101894,Master's Degree,Married,1,Rented,High
45,Male,161309,Bachelor's Degree,Single,0,Owned,High
30,Male,72780,Associate's Degree,Married,1,Owned,Average
50,Male,143865,Bachelor's Degree,Married,1,Rented,High
45,Female,152117,Master's Degree,Married,0,Owned,High
40,Female,70871,Associate's Degree,Married,3,Rented,Average
40,Female,128940,Master's Degree,Married,1,Rented,High
40,Female,105112,Bachelor's Degree,Married,3,Rented,High
35,Female,156901,Master's Degree,Single,0,Owned,High
25,Male,140908,Doctorate,Single,0,Owned,High
25,Male,87195,Master's Degree,Married,0,Owned,Average
50,Male,157270,Master's Degree,Single,0,Owned,High
30,Male,144381,Doctorate,Married,0,Rented,High
30,Female,129005,Master's Degree,Married,1,Owned,High
30,Female,93304,Bachelor's Degree,Married,1,Rented,Average
35,Female,143216,Bachelor's Degree,Married,0,Rented,High
30,Male,76669,Bachelor's Degree,Married,3,Rented,Average
35,Female,84285,Associate's Degree,Married,1,Owned,Average
40,Female,127705,Master's Degree,Married,1,Rented,High
25,Male,63360,Associate's Degree,Single,0,Rented,Average
40,Male,46794,High School Diploma,Married,3,Owned,Low
40,Male,123034,Doctorate,Single,0,Owned,High
40,Male,114718,Associate's Degree,Single,0,Rented,High
25,Male,44273,Associate's Degree,Married,1,Owned,Low
50,Male,168137,Bachelor's Degree,Married,2,Rented,High
40,Female,126254,Bachelor's Degree,Single,0,Owned,High
53,Female,103888,Bachelor's Degree,Single,0,Owned,High
30,Male,136946,Bachelor's Degree,Married,0,Owned,High
25,Male,72615,High School Diploma,Married,2,Rented,Average
45,Male,131629,Bachelor's Degree,Married,3,Rented,High
40,Female,223978,Doctorate,Married,1,Owned,High
45,Female,95233,Associate's Degree,Single,0,Owned,Average
30,Male,32133,High School Diploma,Single,0,Rented,Low
50,Male,135248,Doctorate,Married,1,Rented,High
50,Male,177889,Doctorate,Married,1,Owned,High
40,Male,161476,Doctorate,Married,3,Rented,High
40,Female,94238,Bachelor's Degree,Married,1,Owned,Average
35,Female,119011,Bachelor's Degree,Single,0,Owned,High
30,Female,153211,Master's Degree,Single,0,Owned,High
35,Male,135315,Doctorate,Married,0,Owned,High
35,Female,87756,High School Diploma,Married,0,Owned,Average
25,Male,92144,Doctorate,Single,0,Owned,Average
35,Male,146280,Master's Degree,Married,3,Owned,High
35,Male,85282,Bachelor's Degree,Married,0,Owned,Average
30,Male,93398,Associate's Degree,Single,0,Owned,Average
25,Male,82880,Associate's Degree,Single,0,Owned,Average
40,Male,56711,High School Diploma,Married,3,Owned,Average
45,Female,140711,Master's Degree,Married,2,Rented,High
45,Male,95789,Bachelor's Degree,Married,1,Owned,Average
50,Female,102907,Associate's Degree,Married,1,Rented,High
35,Female,123560,Doctorate,Married,1,Owned,High
40,Female,96093,Associate's Degree,Married,1,Rented,Average
35,Female,101441,Bachelor's Degree,Married,1,Rented,High
50,Male,96192,Bachelor's Degree,Married,2,Rented,Average
25,Female,82209,Master's Degree,Single,0,Owned,Average
30,Female,54718,Associate's Degree,Married,2,Rented,Average
35,Male,137468,Bachelor's Degree,Married,0,Rented,High
30,Female,103833,Master's Degree,Married,3,Owned,High
35,Male,71437,High School Diploma,Married,1,Rented,Average
40,Male,185256,Master's Degree,Married,1,Owned,High
40,Male,58494,High School Diploma,Single,0,Rented,Average
35,Female,116186,Doctorate,Single,0,Owned,High
35,Male,65925,High School Diploma,Married,2,Rented,Average
40,Female,70075,Associate's Degree,Married,0,Owned,Average
35,Male,158422,Master's Degree,Married,0,Owned,High
45,Male,139220,Bachelor's Degree,Single,0,Owned,High
25,Male,116054,Bachelor's Degree,Married,1,Owned,High
35,Male,140706,Bachelor's Degree,Single,0,Rented,High
45,Male,167163,Master's Degree,Married,3,Rented,High
30,Male,148679,Master's Degree,Married,1,Rented,High
30,Female,95499,Bachelor's Degree,Married,0,Owned,Average
50,Female,101835,Associate's Degree,Single,0,Rented,High
35,Female,136070,Doctorate,Single,0,Owned,High
25,Female,53406,Associate's Degree,Married,3,Owned,Average
30,Male,47896,Associate's Degree,Single,0,Owned,Low
25,Male,96534,Bachelor's Degree,Single,0,Owned,Average
40,Female,140834,Bachelor's Degree,Married,2,Owned,High
25,Female,91881,Master's Degree,Married,0,Rented,Average
50,Male,169780,Bachelor's Degree,Married,3,Rented,High
30,Female,141580,Doctorate,Single,0,Owned,High
35,Male,120635,Doctorate,Married,2,Owned,High
25,Male,74115,Bachelor's Degree,Married,1,Owned,Average
40,Male,112326,Master's Degree,Single,0,Owned,High
50,Male,166621,Bachelor's Degree,Single,0,Rented,High
45,Female,36107,High School Diploma,Married,3,Owned,Low
45,Male,77855,High School Diploma,Married,2,Owned,Average
25,Male,143152,Doctorate,Single,0,Owned,High
45,Female,156850,Doctorate,Married,1,Owned,High
25,Male,93139,Doctorate,Married,3,Owned,Average
53,Male,71421,High School Diploma,Single,0,Owned,Average
30,Male,123515,Bachelor's Degree,Married,1,Owned,High
25,Male,99387,Bachelor's Degree,Married,3,Rented,Average
50,Female,201909,Doctorate,Married,0,Owned,High
30,Female,128013,Doctorate,Married,2,Owned,High
25,Male,44455,Associate's Degree,Single,0,Rented,Low
25,Female,132879,Master's Degree,Single,0,Owned,High
45,Male,40526,High School Diploma,Married,1,Owned,Low
40,Male,126602,Master's Degree,Married,0,Rented,High
30,Female,59877,Associate's Degree,Single,0,Owned,Average
35,Female,105839,Bachelor's Degree,Married,3,Owned,High
50,Female,87440,High School Diploma,Single,0,Rented,Average
40,Male,189432,Master's Degree,Single,0,Owned,High
30,Male,87602,Bachelor's Degree,Married,1,Owned,Average
45,Male,185011,Master's Degree,Married,3,Owned,High
30,Male,44303,Associate's Degree,Single,0,Owned,Low
30,Female,115191,Bachelor's Degree,Married,2,Owned,High
35,Female,120063,Master's Degree,Married,3,Owned,High
40,Female,151925,Master's Degree,Single,0,Owned,High
50,Male,102420,Associate's Degree,Married,2,Owned,High
40,Male,177912,Master's Degree,Married,1,Owned,High
45,Female,141268,Bachelor's Degree,Married,0,Owned,High
40,Female,87079,Associate's Degree,Single,0,Owned,Average
25,Female,104569,Bachelor's Degree,Single,0,Rented,High
35,Female,101346,Associate's Degree,Married,3,Rented,High
50,Male,160656,Master's Degree,Married,2,Rented,High
35,Male,141716,Doctorate,Single,0,Owned,High
40,Male,116716,Associate's Degree,Married,2,Owned,High
30,Female,93795,Associate's Degree,Married,0,Owned,Average
25,Male,46233,Associate's Degree,Married,1,Owned,Low
40,Male,79557,High School Diploma,Married,3,Rented,Average
50,Female,126898,Associate's Degree,Single,0,Owned,High
50,Female,159467,Master's Degree,Single,0,Owned,High
30,Female,162681,Master's Degree,Single,0,Rented,High
45,Female,87323,Associate's Degree,Married,3,Rented,Average
40,Female,35538,High School Diploma,Single,0,Rented,Low
25,Male,128955,Master's Degree,Married,0,Rented,High
35,Female,183060,Doctorate,Married,3,Rented,High
40,Female,115492,Associate's Degree,Single,0,Owned,High
45,Male,207587,Doctorate,Married,3,Owned,High
30,Male,88569,Associate's Degree,Married,0,Owned,Average
45,Male,41740,High School Diploma,Married,1,Owned,Low
25,Male,120821,Bachelor's Degree,Single,0,Owned,High
50,Female,159632,Master's Degree,Single,0,Owned,High
25,Female,72330,Associate's Degree,Married,2,Owned,Average
53,Male,173714,Bachelor's Degree,Married,1,Rented,High
50,Female,69595,High School Diploma,Single,0,Owned,Average
30,Female,149029,Doctorate,Married,3,Owned,High
40,Male,60842,High School Diploma,Married,0,Rented,Average
25,Male,104518,Master's Degree,Married,2,Rented,High
50,Male,128758,Bachelor's Degree,Married,3,Rented,High
50,Male,131330,Associate's Degree,Single,0,Owned,High
40,Male,102491,Associate's Degree,Married,0,Rented,High
30,Male,105525,Doctorate,Married,0,Owned,High
30,Male,38628,High School Diploma,Married,0,Owned,Low
45,Female,158015,Doctorate,Married,3,Rented,High
50,Female,208360,Master's Degree,Married,3,Owned,High
30,Male,136633,Master's Degree,Married,2,Owned,High
45,Male,166254,Bachelor's Degree,Married,1,Rented,High
53,Male,100158,Bachelor's Degree,Single,0,Rented,High
45,Female,176122,Master's Degree,Married,2,Rented,High
40,Male,122100,Bachelor's Degree,Married,3,Owned,High
45,Female,46590,High School Diploma,Single,0,Rented,Low
45,Female,186486,Master's Degree,Married,2,Owned,High
30,Female,135010,Master's Degree,Married,0,Owned,High
